User_ID,User_Name,Gender,Age,Email,Phone,City,State,Device_Type,App_Version,UPI_App
U101436,Rahul,Male,36,rahulU101436@gmail.com,7623425110,Visakhapatnam,Andhra Pradesh,Android,v5.5,Google Pay
U101437,Mishti Borah,Female,39,mishtiborah5274@gmail.com,7166187996,Pune,Maharashtra,Windows,v4.6,Navi
U101438,Samar Seth,Male,25,samarseth0352@gmail.com,6324478260,Visakhapatnam,Andhra Pradesh,Android,v4.9,PhonePe
U101439,Dhruv Hari,Female,32,dhruvhari066@gmail.com,7016039656,Vijayawada,Andhra Pradesh,KaiOS,v3.4,PhonePe
U101440,Ishita Gaba,Male,56,ishitagaba08@gmail.com,7278182874,Madurai,Tamil Nadu,Android,v1.3,Google Pay
U101441,Elakshi Karnik,Female,60,elakshikarnik984@gmail.com,7447154487,Durgapur,West Bengal,Android,v2.9,Google Pay
U101442,Vedika Sarma,Male,24,vedikasarma60@gmail.com,8890684410,Cuttack,Odisha,KaiOS,v4.1,PhonePe
U101443,Faiyaz Johal,Female,32,faiyazjohal500@gmail.com,6964174408,Varanasi,Uttar Pradesh,Android,v3.0,PhonePe
U101444,Hunar Mander,Male,65,hunarmander88@gmail.com,7754804342,Coimbatore,Tamil Nadu,Android,v4.6,PhonePe
U101445,Emir Manda,Male,20,emirmanda50@gmail.com,7751545135,Mysuru,Karnataka,Android,v4.2,Google Pay
U101446,Vedika Dhar,Female,22,vedikadhar9580@gmail.com,6508639456,Nagpur,Maharashtra,iOS,v4.7,PhonePe
U101447,Zain Deo,Female,18,zaindeo880@gmail.com,9550645991,Durgapur,West Bengal,iOS,v1.5,Navi
U101448,Neysa Kibe,Female,29,neysakibe555@gmail.com,9494163374,Gwalior,Madhya Pradesh,iOS,v3.1,PhonePe
U101449,Armaan Chadha,Male,37,armaanchadha1147@gmail.com,9291591909,Cuttack,Odisha,KaiOS,v3.3,Paytm
U101450,Yuvaan Bora,Male,30,yuvaanbora127@gmail.com,8997815207,Pune,Maharashtra,Android,v4.7,Paytm
U101451,Armaan Hora,Male,26,armaanhora079@gmail.com,6488113229,Karimnagar,Telangana,Android,v4.9,PhonePe
U101452,Prisha Dani,Female,66,prishadani594@gmail.com,9238383692,Thiruvananthapuram,Kerala,iOS,v2.6,Google Pay
U101453,Shanaya Khanna,Female,31,shanayakhanna8922@gmail.com,7343134062,Mumbai,Maharashtra,KaiOS,v4.3,super.money
U101454,Rohan,Male,22,rohanU101454@gmail.com,7799622993,Vadodara,Gujarat,KaiOS,v3.3,Google Pay
U101455,Yashvi Doshi,Female,33,yashvidoshi0838@gmail.com,9327499858,Jammu,Jammu & Kashmir,KaiOS,v5.2,Google Pay
U101456,Ranbir Upadhyay,Male,27,ranbirupadhyay41@gmail.com,7910645802,Jamshedpur,Jharkhand,iOS,v3.2,Navi
U101457,Rasha Sani,Female,39,rashasani2241@gmail.com,7418884366,Kolkata,West Bengal,iOS,v5.5,PhonePe
U101458,Manikya Bhavsar,Male,19,manikyabhavsar275@gmail.com,6052882399,Vijayawada,Andhra Pradesh,Android,v5.6,PhonePe
U101459,Shanaya Kant,Male,33,shanayakant11@gmail.com,8781903775,Kanpur,Uttar Pradesh,Android,v1.1,Google Pay
U101460,Priyansh Sethi,Male,27,priyanshsethi366@gmail.com,7129423083,Mumbai,Maharashtra,Android,v1.1,Google Pay
U101461,Lavanya Roy,Male,23,lavanyaroy3817@gmail.com,8933594908,Bhopal,Madhya Pradesh,iOS,v1.2,PhonePe
U101462,Kanav Kant,Female,27,kanavkant7372@gmail.com,6014717242,Pune,Maharashtra,iOS,v5.6,PhonePe
U101463,Yuvraj  Shanker,Female,41,yuvrajshanker49@gmail.com,8873333487,Vadodara,Gujarat,KaiOS,v4.1,Google Pay
U101464,Tara Kuruvilla,Male,40,tarakuruvilla39@gmail.com,7864513423,Bhagalpur,Bihar,iOS,v2.0,Google Pay
U101465,Bhavin Kurian,Male,19,bhavinkurian1374@gmail.com,6083977643,Vijayawada,Andhra Pradesh,Android,v1.7,PhonePe
U101466,Chirag Dugal,Male,53,chiragdugal653@gmail.com,9738879897,Vijayawada,Andhra Pradesh,Android,v2.0,Google Pay
U101467,Arjun,Male,22,arjunU101467@gmail.com,7582578791,Durgapur,West Bengal,iOS,v2.4,PhonePe
U101468,Jayant Char,Male,31,jayantchar472@gmail.com,6419132003,Kanpur,Uttar Pradesh,Windows,v3.5,PhonePe
U101469,Bhavin Dash,Female,53,bhavindash268@gmail.com,7173740068,Varanasi,Uttar Pradesh,KaiOS,v5.1,PhonePe
U101470,Amani Bakshi,Female,26,amanibakshi4694@gmail.com,8725478674,Mysuru,Karnataka,iOS,v1.2,Google Pay
U101471,Renee Chaudhary,Female,25,reneechaudhary13@gmail.com,7422398113,Visakhapatnam,Andhra Pradesh,Windows,v3.5,PhonePe
U101472,Tushar Tata,Male,31,tushartata6627@gmail.com,8340178662,Gurugram,Haryana,Android,v1.0,Google Pay
U101473,Dishani Issac,Female,27,dishaniissac9513@gmail.com,7435660600,Mysuru,Karnataka,iOS,v5.1,Google Pay
U101474,Arjun,Male,21,arjunU101474@gmail.com,8038809340,Durgapur,West Bengal,KaiOS,,PhonePe
U101475,Sanjay,Male,56,sanjayU101475@gmail.com,6272528290,Lucknow,Uttar Pradesh,Windows,v1.3,PhonePe
U101476,Jayesh Virk,Female,27,jayeshvirk191@gmail.com,7717494090,Coimbatore,Tamil Nadu,Windows,v2.6,PhonePe
U101477,Khushi Majumdar,Female,25,khushimajumdar3817@gmail.com,7704423462,Nagpur,Maharashtra,iOS,v4.1,Google Pay
U101478,Shray Bumb,Female,23,shraybumb13@gmail.com,9825593602,Coimbatore,Tamil Nadu,iOS,v3.9,super.money
U101479,Siya Thakur,Female,21,siyathakur2919@gmail.com,8316034206,Bengaluru,Karnataka,Windows,v3.9,PhonePe
U101480,Raunak Atwal,Male,23,raunakatwal826@gmail.com,6891414783,Vijayawada,Andhra Pradesh,Android,v5.1,CRED
U101481,Badal Bumb,Female,29,badalbumb090@gmail.com,9734542171,Patiala,Punjab,KaiOS,v5.4,super.money
U101482,Rohan,Male,29,rohanU101482@gmail.com,8625715942,Dharamshala,Himachal Pradesh,Android,v2.1,Google Pay
U101483,Parinaaz Chauhan,Male,20,parinaazchauhan841@gmail.com,7598993534,Chennai,Tamil Nadu,Windows,v4.9,Google Pay
U101484,Nehmat Jayaraman,Female,32,nehmatjayaraman65@gmail.com,8207246211,Hyderabad,Telangana,Android,v3.2,Google Pay
U101485,Vanya Sinha,Female,48,vanyasinha2313@gmail.com,7298048327,Lucknow,Uttar Pradesh,iOS,v5.1,Google Pay
U101486,Anika Bhatti,Female,21,anikabhatti5240@gmail.com,8091531181,Mangaluru,Karnataka,Windows,v4.9,PhonePe
U101487,Kismat Suresh,Female,38,kismatsuresh67@gmail.com,9512541079,Bhilai,Chhattisgarh,KaiOS,v2.4,PhonePe
U101488,Mamooty Date,Male,18,mamootydate7331@gmail.com,7478610496,Mysuru,Karnataka,KaiOS,v1.6,PhonePe
U101489,Riya Savant,Female,29,riyasavant53@gmail.com,7383736252,Chennai,Tamil Nadu,Android,v3.2,Paytm
U101490,Aarna Wason,Female,18,aarnawason71@gmail.com,7637402487,Lucknow,Uttar Pradesh,Android,v4.7,Google Pay
U101491,Stuvan Karpe,Male,48,stuvankarpe5197@gmail.com,7749118802,Coimbatore,Tamil Nadu,KaiOS,v3.8,PhonePe
U101492,Madhav Kaul,Female,44,madhavkaul587@gmail.com,7553346338,Warangal,Telangana,Windows,v3.4,Google Pay
U101493,Parinaaz Lad,Female,18,parinaazlad7101@gmail.com,7356639558,Guwahati,Assam,Android,v4.6,super.money
U101494,Keya Behl,Male,33,keyabehl621@gmail.com,8393833436,Surat,Gujarat,Windows,v2.4,PhonePe
U101495,Diya Saini,Female,23,diyasaini4649@gmail.com,6634585465,Gurugram,Haryana,KaiOS,v3.3,PhonePe
U101496,Jhanvi Sabharwal,Male,20,jhanvisabharwal128@gmail.com,6175248755,Ranchi,Jharkhand,Windows,v2.7,PhonePe
U101497,Rohan Sani,Male,20,rohansani2181@gmail.com,9083365593,Pune,Maharashtra,KaiOS,v2.2,Navi
U101498,Anya Balay,Female,28,anyabalay0086@gmail.com,6767616323,Vijayawada,Andhra Pradesh,Windows,v1.1,PhonePe
U101499,Rohan,Male,18,rohanU101499@gmail.com,9031677279,Kanpur,Uttar Pradesh,iOS,v1.9,PhonePe
U101500,Amit,Male,25,amitU101500@gmail.com,9191647990,Vijayawada,Andhra Pradesh,Windows,v1.2,Google Pay
U101501,Kanav Borde,Female,27,kanavborde639@gmail.com,8999209106,Pune,Maharashtra,KaiOS,v1.7,PhonePe
U101502,Bhavin Swaminathan,Male,40,bhavinswaminathan36@gmail.com,7386501001,Rohtak,Haryana,Windows,v2.2,PhonePe
U101503,Nitara Dutta,Female,53,nitaradutta42@gmail.com,8257601626,Lucknow,Uttar Pradesh,iOS,v1.4,PhonePe
U101504,Saira Arya,Female,24,sairaarya357@gmail.com,7656905471,Faridabad,Haryana,Android,v3.5,PhonePe
U101505,Ritvik Dayal,Male,36,ritvikdayal131@gmail.com,6060309830,Patna,Bihar,Windows,v5.3,super.money
U101506,Yuvaan Hari,Male,25,yuvaanhari58@gmail.com,8688838456,Varanasi,Uttar Pradesh,KaiOS,v4.6,Google Pay
U101507,Keya Sathe,Female,23,keyasathe2203@gmail.com,9077302533,Mumbai,Maharashtra,iOS,v4.1,Google Pay
U101508,Shlok Seshadri,Male,20,shlokseshadri4633@gmail.com,6952114622,Jaipur,Rajasthan,Android,v5.9,PhonePe
U101509,Piya Loke,Female,23,piyaloke620@gmail.com,8222002742,Ranchi,Jharkhand,Windows,,PhonePe
U101510,Oorja Gola,Male,27,oorjagola9487@gmail.com,6265972158,Mangaluru,Karnataka,Android,v4.0,PhonePe
U101511,Jayan Trivedi,Male,33,jayantrivedi2608@gmail.com,8205287685,Jaipur,Rajasthan,Windows,v3.2,PhonePe
U101512,Vikram,Male,29,vikramU101512@gmail.com,7576556157,Jodhpur,Rajasthan,Windows,v4.3,PhonePe
U101513,Gokul Shanker,Male,34,gokulshanker1679@gmail.com,6760731524,Bhubaneswar,Odisha,Android,v3.1,Google Pay
U101514,Samaira Swamy,Male,23,samairaswamy4999@gmail.com,6738413000,Chennai,Tamil Nadu,Android,v1.0,PhonePe
U101515,Pihu Yogi,Male,23,pihuyogi1459@gmail.com,6315381295,Gwalior,Madhya Pradesh,iOS,v3.6,Google Pay
U101516,Neysa Basu,Female,24,neysabasu5231@gmail.com,8274090761,Gaya,Bihar,Windows,v2.7,PhonePe
U101517,Sumer Choudhury,Male,25,sumerchoudhury36@gmail.com,7880321556,Surat,Gujarat,Windows,v4.6,super.money
U101518,Aaina Subramaniam,Male,29,aainasubramaniam69@gmail.com,6747553847,Mysuru,Karnataka,Android,v3.7,PhonePe
U101519,Manish,Male,31,manishU101519@gmail.com,7454946809,Mumbai,Maharashtra,iOS,v2.5,Google Pay
U101520,Anahi Varghese,Male,24,anahivarghese303@gmail.com,8739742253,Vadodara,Gujarat,Android,v4.5,Paytm
U101521,Anaya Bala,Male,30,anayabala1008@gmail.com,8505230089,Mysuru,Karnataka,KaiOS,v5.2,Google Pay
U101522,Anaya Walia,Female,31,anayawalia4860@gmail.com,7591531870,Bengaluru,Karnataka,iOS,v1.2,PhonePe
U101523,Damini Bhasin,Male,31,daminibhasin1747@gmail.com,9186459097,Chennai,Tamil Nadu,KaiOS,v3.6,PhonePe
U101524,Eva Dixit,Female,64,evadixit488@gmail.com,9299074021,Kolkata,West Bengal,iOS,v1.7,PhonePe
U101525,Baiju Virk,Male,19,baijuvirk77@gmail.com,6274726357,Nagpur,Maharashtra,Windows,v3.2,Paytm
U101526,Hiran Chaudhry,Male,22,hiranchaudhry0001@gmail.com,7729103341,Pune,Maharashtra,Android,v1.2,super.money
U101527,Yuvraj  Mane,Female,18,yuvrajmane3271@gmail.com,9079553892,Mumbai,Maharashtra,iOS,v2.8,Google Pay
U101528,Hridaan Dugar,Male,38,hridaandugar801@gmail.com,7507800164,Lucknow,Uttar Pradesh,Windows,v5.7,PhonePe
U101529,Vanya Baria,Female,47,vanyabaria1659@gmail.com,9282060167,Lucknow,Uttar Pradesh,Windows,v3.3,Google Pay
U101530,Shamik Raval,Male,28,shamikraval15@gmail.com,8124605645,Lucknow,Uttar Pradesh,KaiOS,v2.6,PhonePe
U101531,Saksham Ravel,Female,31,sakshamravel71@gmail.com,7620055968,Karimnagar,Telangana,KaiOS,v1.0,PhonePe
U101532,Aarush Kara,Male,30,aarushkara23@gmail.com,6111336867,Bengaluru,Karnataka,Windows,v3.5,Google Pay
U101533,Lakshay Sidhu,Male,21,lakshaysidhu38@gmail.com,6642184790,Karimnagar,Telangana,KaiOS,v5.5,Google Pay
U101534,Kashvi Singhal,Female,21,kashvisinghal1566@gmail.com,7065386193,Mumbai,Maharashtra,Windows,v3.0,Google Pay
U101535,Ayesha Srivastava,Female,19,ayeshasrivastava89@gmail.com,7707491796,Rohtak,Haryana,Windows,v1.7,Paytm
U101536,Hansh Rana,Male,62,hanshrana447@gmail.com,7608255065,Lucknow,Uttar Pradesh,Windows,v5.3,PhonePe
U101537,Myra Kala,Male,62,myrakala559@gmail.com,7672537332,Kolkata,West Bengal,KaiOS,v2.2,Google Pay
U101538,Aaryahi Khare,Female,30,aaryahikhare32@gmail.com,8421390704,Jodhpur,Rajasthan,iOS,v3.8,Google Pay
U101539,Aarush Bahl,Male,21,aarushbahl2526@gmail.com,8231775884,Vijayawada,Andhra Pradesh,Windows,v3.8,Google Pay
U101540,Sana Grover,Male,41,sanagrover2742@gmail.com,7704383398,Jaipur,Rajasthan,Android,v4.8,super.money
U101541,Samarth Shukla,Male,36,samarthshukla891@gmail.com,7968464082,Lucknow,Uttar Pradesh,Android,v5.9,PhonePe
U101542,Advik Sandhu,Female,36,adviksandhu228@gmail.com,8653230779,Chennai,Tamil Nadu,KaiOS,v5.3,Paytm
U101543,Mishti Sha,Male,35,mishtisha736@gmail.com,8034756429,Bengaluru,Karnataka,Windows,v4.0,super.money
U101544,Mamooty Saran,Female,41,mamootysaran916@gmail.com,7938019200,Kanpur,Uttar Pradesh,Windows,v4.9,Google Pay
U101545,Sahil Bhattacharyya,Female,40,sahilbhattacharyya6280@gmail.com,7196498450,Jaipur,Rajasthan,iOS,v5.4,Google Pay
U101546,Veer Krishnamurthy,Male,24,veerkrishnamurthy3990@gmail.com,8474649255,Varanasi,Uttar Pradesh,iOS,v5.7,PhonePe
U101547,Ivan Bali,Male,24,ivanbali459@gmail.com,8854136546,Pune,Maharashtra,Android,v1.4,Google Pay
U101548,Rohan Dhillon,Female,24,rohandhillon37@gmail.com,9236230529,Faridabad,Haryana,Android,v3.0,Google Pay
U101549,Samiha Lad,Male,29,samihalad410@gmail.com,9935192634,Jaipur,Rajasthan,Android,v4.9,Navi
U101550,Adira Wali,Male,32,adirawali68@gmail.com,6423177942,Bhilai,Chhattisgarh,Android,v1.7,PhonePe
U101551,Manish,Male,32,manishU101551@gmail.com,9772059162,Rohtak,Haryana,Windows,v4.7,PhonePe
U101552,Taimur Sheth,Female,30,taimursheth6800@gmail.com,7103711370,Mangaluru,Karnataka,Android,v5.9,PhonePe
U101553,Ivan Tak,Male,22,ivantak0150@gmail.com,8453110323,Warangal,Telangana,iOS,v2.5,PhonePe
U101554,Advik Comar,Male,30,advikcomar4889@gmail.com,6312655125,Nagpur,Maharashtra,Windows,v5.3,super.money
U101555,Samiha Bhatti,Female,28,samihabhatti88@gmail.com,7279618141,Thiruvananthapuram,Kerala,KaiOS,v4.4,Google Pay
U101556,Sana Apte,Male,20,sanaapte4236@gmail.com,9303086853,Kanpur,Uttar Pradesh,iOS,v3.0,Google Pay
U101557,Gatik Goswami,Female,40,gatikgoswami3605@gmail.com,6156699594,Pune,Maharashtra,KaiOS,v2.9,BHIM
U101558,Uthkarsh Vora,Female,31,uthkarshvora873@gmail.com,7358965598,Chennai,Tamil Nadu,Android,v3.6,super.money
U101559,Trisha Loke,Female,20,trishaloke980@gmail.com,7593070332,Warangal,Telangana,Android,v3.0,super.money
U101560,Kimaya Bajwa,Female,32,kimayabajwa5850@gmail.com,8011406222,Pune,Maharashtra,Windows,v5.3,PhonePe
U101561,Neysa Toor,Female,37,neysatoor1927@gmail.com,9941936644,Mysuru,Karnataka,Windows,v1.3,Navi
U101562,Badal Sant,Male,36,badalsant157@gmail.com,7568458965,Gaya,Bihar,iOS,v4.3,PhonePe
U101563,Zeeshan Kapadia,Female,21,zeeshankapadia19@gmail.com,8483572323,Visakhapatnam,Andhra Pradesh,KaiOS,v4.0,Google Pay
U101564,Suresh,Male,38,sureshU101564@gmail.com,6081972901,Pune,Maharashtra,Windows,v4.0,Google Pay
U101565,Anika Sarna,Male,25,anikasarna7412@gmail.com,9391617643,Mysuru,Karnataka,Windows,v1.4,super.money
U101566,Lagan Saran,Male,22,lagansaran588@gmail.com,7602025120,Mysuru,Karnataka,KaiOS,v5.8,Google Pay
U101567,Romil Kade,Male,61,romilkade0635@gmail.com,8240502474,Indore,Madhya Pradesh,KaiOS,v4.0,Google Pay
U101568,Nitara Lad,Female,21,nitaralad2672@gmail.com,6646823625,Visakhapatnam,Andhra Pradesh,Android,v5.4,Google Pay
U101569,Misha Raman,Female,28,misharaman4718@gmail.com,7278911472,Warangal,Telangana,Android,v5.0,super.money
U101570,Aaina Thakur,Female,30,aainathakur102@gmail.com,9324098867,Mysuru,Karnataka,Windows,v4.9,Google Pay
U101571,Diya Sem,Female,20,diyasem1049@gmail.com,8780254575,Pune,Maharashtra,Android,v2.8,BHIM
U101572,Raunak Bhandari,Female,21,raunakbhandari37@gmail.com,7929533307,Hyderabad,Telangana,Windows,v5.4,Google Pay
U101573,Charvi Chaudhary,Female,32,charvichaudhary255@gmail.com,6042457596,Nagpur,Maharashtra,Windows,v1.3,PhonePe
U101574,Vanya Deep,Male,36,vanyadeep4890@gmail.com,8162033025,Rohtak,Haryana,KaiOS,v4.8,Google Pay
U101575,Taimur Sarraf,Male,33,taimursarraf838@gmail.com,6673371597,Thiruvananthapuram,Kerala,Windows,v3.2,Google Pay
U101576,Ritvik Buch,Female,30,ritvikbuch61@gmail.com,7201042077,Jaipur,Rajasthan,Windows,v5.3,PhonePe
U101577,Ira Kothari,Female,24,irakothari2899@gmail.com,8057688603,Vijayawada,Andhra Pradesh,Windows,v1.6,PhonePe
U101578,Prisha Khosla,Female,21,prishakhosla583@gmail.com,8958828956,Vijayawada,Andhra Pradesh,Android,v1.5,PhonePe
U101579,Miraan Agarwal,Male,27,miraanagarwal549@gmail.com,7862678829,Nagpur,Maharashtra,Android,v2.7,PhonePe
U101580,Oorja Basu,Male,36,oorjabasu162@gmail.com,9804875571,Bengaluru,Karnataka,iOS,v1.1,Navi
U101581,Kaira Sami,Female,19,kairasami33@gmail.com,8942694677,Madurai,Tamil Nadu,KaiOS,v2.4,PhonePe
U101582,Ravi,Male,38,raviU101582@gmail.com,7056652349,Nagpur,Maharashtra,iOS,v2.4,PhonePe
U101583,Samaira Sengupta,Female,25,samairasengupta98@gmail.com,8461327775,Nagpur,Maharashtra,Windows,v3.6,PhonePe
U101584,Onkar Rout,Male,37,onkarrout828@gmail.com,6888827861,Gaya,Bihar,Windows,v2.6,PhonePe
U101585,Amani Divan,Male,43,amanidivan287@gmail.com,6249501860,Ahmedabad,Gujarat,iOS,v2.2,Google Pay
U101586,Anahi Bakshi,Female,27,anahibakshi9988@gmail.com,9064346782,Mysuru,Karnataka,KaiOS,v3.1,Google Pay
U101587,Suresh,Male,25,sureshU101587@gmail.com,9491154353,Faridabad,Haryana,Windows,v3.4,Google Pay
U101588,Riaan Gole,Male,26,riaangole022@gmail.com,8569505291,Warangal,Telangana,Windows,v5.8,PhonePe
U101589,Aaryahi Shankar,Male,23,aaryahishankar517@gmail.com,7799109713,Vadodara,Gujarat,Android,v1.1,PhonePe
U101590,Divit Varghese,Male,33,divitvarghese5746@gmail.com,9963092879,Patna,Bihar,Windows,v2.1,PhonePe
U101591,Aayush Varkey,Female,34,aayushvarkey162@gmail.com,8939541977,Thiruvananthapuram,Kerala,Windows,v1.3,PhonePe
U101592,Nitara Sabharwal,Female,43,nitarasabharwal411@gmail.com,8078835769,Bhopal,Madhya Pradesh,Windows,v1.4,Paytm
U101593,Ravi,Male,44,raviU101593@gmail.com,7875403271,Kanpur,Uttar Pradesh,iOS,v2.1,Paytm
U101594,Misha Desai,Female,41,mishadesai280@gmail.com,8615176683,Pune,Maharashtra,Android,v4.5,Google Pay
U101595,Sanjay,Male,25,sanjayU101595@gmail.com,7747210992,Lucknow,Uttar Pradesh,Windows,v1.8,PhonePe
U101596,Jivin Bhandari,Male,27,jivinbhandari88@gmail.com,8918428158,Nagpur,Maharashtra,KaiOS,v5.7,Navi
U101597,Yakshit Kari,Female,24,yakshitkari3690@gmail.com,8777716046,Patiala,Punjab,Windows,v5.1,PhonePe
U101598,Veer Sant,Female,34,veersant376@gmail.com,6559828462,Rohtak,Haryana,Windows,v4.9,PhonePe
U101599,Yasmin Kade,Male,31,yasminkade9498@gmail.com,8577733468,Visakhapatnam,Andhra Pradesh,KaiOS,v3.1,Google Pay
U101600,Vikram,Male,18,vikramU101600@gmail.com,7088301707,Jodhpur,Rajasthan,KaiOS,v3.1,PhonePe
U101601,Indranil Ben,Female,30,indranilben702@gmail.com,9331685043,Mysuru,Karnataka,KaiOS,v3.2,PhonePe
U101602,Kiara Khurana,Female,20,kiarakhurana2057@gmail.com,6262884427,Chennai,Tamil Nadu,Android,v4.3,PhonePe
U101603,Jivin Ramaswamy,Male,30,jivinramaswamy580@gmail.com,6976491489,Kota,Rajasthan,Android,v5.4,Google Pay
U101604,Vanya Gola,Female,25,vanyagola501@gmail.com,9906294722,Pune,Maharashtra,Android,v1.9,Google Pay
U101605,Piya Wable,Female,27,piyawable4963@gmail.com,6369101714,Pune,Maharashtra,iOS,v1.1,PhonePe
U101606,Anya Kohli,Male,25,anyakohli8947@gmail.com,7921097294,Mumbai,Maharashtra,KaiOS,v2.2,PhonePe
U101607,Zain Kannan,Male,19,zainkannan49@gmail.com,6129144845,Gaya,Bihar,KaiOS,v3.2,PhonePe
U101608,Chirag De,Male,66,chiragde7429@gmail.com,6642328379,Mangaluru,Karnataka,Android,v5.8,PhonePe
U101609,Abram Sarraf,Male,19,abramsarraf21@gmail.com,7379766899,Mangaluru,Karnataka,KaiOS,v2.7,Google Pay
U101610,Oorja Vohra,Female,33,oorjavohra370@gmail.com,8815045376,Warangal,Telangana,Windows,v3.0,Google Pay
U101611,Ela Lal,Female,24,elalal077@gmail.com,7644983573,Pune,Maharashtra,Android,v3.6,Google Pay
U101612,Rohan,Male,46,rohanU101612@gmail.com,6467256199,Mumbai,Maharashtra,Windows,v4.1,PhonePe
U101613,Anya Ghose,Male,29,anyaghose91@gmail.com,8003584462,Bhopal,Madhya Pradesh,KaiOS,v5.6,Navi
U101614,Indrajit Tripathi,Female,34,indrajittripathi86@gmail.com,8213601929,Pune,Maharashtra,KaiOS,v2.2,Google Pay
U101615,Aayush Rout,Female,46,aayushrout76@gmail.com,7241976908,Durgapur,West Bengal,Windows,v2.9,Google Pay
U101616,Dishani Vala,Male,19,dishanivala2557@gmail.com,8780892309,Gaya,Bihar,KaiOS,v4.9,PhonePe
U101617,Bhamini Virk,Female,56,bhaminivirk793@gmail.com,8413754379,Bhagalpur,Bihar,Android,v1.3,Google Pay
U101618,Dhanuk Sheth,Female,63,dhanuksheth60@gmail.com,7014250150,Nagpur,Maharashtra,iOS,v4.8,Navi
U101619,Samarth Dara,Female,38,samarthdara590@gmail.com,6027547446,Srinagar,Jammu & Kashmir,iOS,v4.6,PhonePe
U101620,Ranbir Bakshi,Female,31,ranbirbakshi6456@gmail.com,6524300788,Mumbai,Maharashtra,iOS,v3.5,Google Pay
U101621,Ira Rout,Female,23,irarout914@gmail.com,6359515483,Durgapur,West Bengal,KaiOS,v2.0,PhonePe
U101622,Yuvaan Taneja,Male,33,yuvaantaneja1411@gmail.com,9550959536,Faridabad,Haryana,Android,v1.7,PhonePe
U101623,Dhanush Karpe,Male,29,dhanushkarpe1601@gmail.com,6852002486,Lucknow,Uttar Pradesh,Android,v2.0,PhonePe
U101624,Zaina Mangat,Female,33,zainamangat888@gmail.com,9973614742,Jammu,Jammu & Kashmir,KaiOS,v5.5,PhonePe
U101625,Dhruv Varty,Female,23,dhruvvarty56@gmail.com,9608366732,Bengaluru,Karnataka,Android,v1.5,PhonePe
U101626,Alia Dugar,Female,29,aliadugar508@gmail.com,7525768966,Vijayawada,Andhra Pradesh,KaiOS,v3.6,Google Pay
U101627,Charvi Sharma,Female,44,charvisharma17@gmail.com,9841420125,Mumbai,Maharashtra,iOS,v1.5,PhonePe
U101628,Ehsaan Jaggi,Female,47,ehsaanjaggi669@gmail.com,6623646840,Mysuru,Karnataka,Android,v4.1,PhonePe
U101629,Armaan Mallick,Female,19,armaanmallick2574@gmail.com,7204735429,Gaya,Bihar,KaiOS,v2.1,super.money
U101630,Divij Sule,Male,32,divijsule6546@gmail.com,9011732287,Bengaluru,Karnataka,Android,v5.8,PhonePe
U101631,Diya Mand,Female,23,diyamand189@gmail.com,8990009533,Patiala,Punjab,Windows,v5.1,PhonePe
U101632,Neysa Sampath,Female,19,neysasampath9595@gmail.com,9543071744,Visakhapatnam,Andhra Pradesh,Windows,v5.2,Google Pay
U101633,Shlok Gopal,Male,27,shlokgopal226@gmail.com,9667418827,Gaya,Bihar,Windows,v4.7,Google Pay
U101634,Mamooty Uppal,Male,30,mamootyuppal97@gmail.com,7059207289,Jodhpur,Rajasthan,KaiOS,v5.8,PhonePe
U101635,Shalv Mammen,Male,28,shalvmammen22@gmail.com,8328162585,Bengaluru,Karnataka,Android,v3.1,CRED
U101636,Saanvi Saha,Male,29,saanvisaha9706@gmail.com,8468985989,Lucknow,Uttar Pradesh,Windows,v5.0,PhonePe
U101637,Saanvi Kara,Female,18,saanvikara25@gmail.com,6116281605,Durgapur,West Bengal,Android,v3.3,PhonePe
U101638,Divit Sibal,Male,34,divitsibal70@gmail.com,9055623437,Bhagalpur,Bihar,KaiOS,v3.8,Google Pay
U101639,Vikram,Male,33,vikramU101639@gmail.com,6999786289,Gwalior,Madhya Pradesh,Windows,v4.4,PhonePe
U101640,Myra Sura,Female,55,myrasura70@gmail.com,8339667215,Madurai,Tamil Nadu,Windows,v1.1,PhonePe
U101641,Ira Lal,Female,24,iralal027@gmail.com,8945644704,Durgapur,West Bengal,KaiOS,v1.4,Google Pay
U101642,Rati Bera,Male,23,ratibera259@gmail.com,9280686302,Karimnagar,Telangana,Android,v2.4,Paytm
U101643,Ivan Koshy,Male,35,ivankoshy48@gmail.com,8697735072,Faridabad,Haryana,Windows,v4.2,PhonePe
U101644,Saanvi Sharaf,Male,32,saanvisharaf3116@gmail.com,6204633043,Madurai,Tamil Nadu,Android,v3.5,Google Pay
U101645,Emir Datta,Male,43,emirdatta8315@gmail.com,7737441939,Lucknow,Uttar Pradesh,iOS,v4.1,Google Pay
U101646,Karan,Male,44,karanU101646@gmail.com,6209554715,Kolkata,West Bengal,KaiOS,v5.5,Navi
U101647,Karan,Male,22,karanU101647@gmail.com,7938922454,Haridwar,Uttarakhand,Windows,v1.7,Paytm
U101648,Saanvi Gara,Female,27,saanvigara2192@gmail.com,9888648174,Madurai,Tamil Nadu,KaiOS,v3.4,super.money
U101649,Tanya Johal,Female,39,tanyajohal314@gmail.com,8445933373,Nagpur,Maharashtra,iOS,v4.0,super.money
U101650,Myra Toor,Male,24,myratoor513@gmail.com,8693584737,Mumbai,Maharashtra,KaiOS,v1.4,PhonePe
